Dataset,Pattern_Type,Pattern_Name,Vertices,Edges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_MB,Speedup,Efficiency,Status,Notes
dblp,Patterns,small_dense_4v_1,4,4,1,0.019747,4.87437,96615211,20.9,1.00,100.0,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,4,0.019882,1.37181,96615211,21.3,3.55,88.7,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,16,0.0196764,0.363041,96615211,22.6,13.42,83.8,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,32,0.0198996,0.201837,96615211,26.7,24.15,75.4,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,64,0.020051,0.139333,96615211,34.2,34.98,54.6,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,1,0.0191163,4.91657,252447350,20.6,1.00,100.0,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,4,0.0195158,1.41094,252447350,21.0,3.48,87.0,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,16,0.0197737,0.386494,252447350,21.6,12.72,79.5,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,32,0.0197733,0.209804,252447350,22.4,23.43,73.2,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,64,0.0200346,0.143909,252447350,24.3,34.16,53.3,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_8v_1,8,9,1,N/A,N/A,N/A,N/A,N/A,N/A,CODEGEN_FAILED,Code generation crashed with exit code 134
dblp,Patterns,small_sparse_8v_1,8,15,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
youtube,Patterns,small_dense_4v_1,4,3,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
youtube,Patterns,small_sparse_4v_1,4,3,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
youtube,Patterns,small_dense_8v_1,8,7,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
youtube,Patterns,small_sparse_8v_1,8,7,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
roadNet-CA,Patterns,small_dense_4v_1,4,3,1,0.0597589,2.13908,10746270,71.4,1.00,100.0,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_dense_4v_1,4,3,4,0.0588328,0.550219,10746270,71.6,3.88,97.0,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_dense_4v_1,4,3,16,0.0600544,0.157937,10746270,72.4,13.54,84.6,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_dense_4v_1,4,3,32,0.0601782,0.0960433,10746270,73.1,22.27,69.5,SUCCESS,GraphMini-O  pattern worked!
