Dataset,Pattern_Type,Pattern_Name,Vertices,Edges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_MB,Speedup,Efficiency,Status,Notes
dblp,Patterns,small_dense_4v_1,4,4,1,0.0192132,4.75247,96615211,20.7,1.00,100.0,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,4,0.0197942,1.37162,96615211,21.3,3.46,86.5,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,16,0.0191788,0.372536,96615211,22.3,12.75,79.6,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,32,0.0197087,0.210777,96615211,26.4,22.54,70.4,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,64,0.0190905,0.138195,96615211,32.3,34.38,53.7,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,1,0.0191795,4.92436,252447350,20.7,1.00,100.0,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,4,0.0198379,1.33633,252447350,21.0,3.68,92.0,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,16,0.0194807,0.399508,252447350,21.5,12.32,77.0,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,32,0.0199844,0.208646,252447350,22.6,23.60,73.7,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_sparse_4v_1,4,3,64,0.0169435,0.141421,252447350,24.4,34.82,54.4,SUCCESS,GraphMini-O  pattern worked!
dblp,Patterns,small_dense_8v_1,8,9,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
dblp,Patterns,small_sparse_8v_1,8,15,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
youtube,Patterns,small_dense_4v_1,4,3,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
youtube,Patterns,small_sparse_4v_1,4,3,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
youtube,Patterns,small_dense_8v_1,8,7,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
youtube,Patterns,small_sparse_8v_1,8,7,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
roadNet-CA,Patterns,small_dense_4v_1,4,3,1,0.0598161,2.13983,10746270,71.5,1.00,100.0,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_dense_4v_1,4,3,4,0.0575871,0.551782,10746270,71.6,3.87,96.7,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_dense_4v_1,4,3,16,0.0594906,0.160041,10746270,72.2,13.37,83.5,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_dense_4v_1,4,3,32,0.0595737,0.0944132,10746270,73.0,22.66,70.8,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_dense_4v_1,4,3,64,0.0608286,0.072033,10746270,74.6,29.70,46.4,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_sparse_4v_1,4,3,1,0.0595913,2.07452,10746270,71.6,1.00,100.0,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_sparse_4v_1,4,3,4,0.0593389,0.519576,10746270,71.8,3.99,99.7,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_sparse_4v_1,4,3,16,0.0570369,0.157938,10746270,72.2,13.13,82.0,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_sparse_4v_1,4,3,32,0.0609253,0.0968839,10746270,73.1,21.41,66.9,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_sparse_4v_1,4,3,64,0.0615407,0.0725459,10746270,74.5,28.59,44.6,SUCCESS,GraphMini-O  pattern worked!
roadNet-CA,Patterns,small_dense_8v_1,8,10,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
roadNet-CA,Patterns,small_sparse_8v_1,8,9,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_CODEGEN,Code generation timeout
enron,Patterns,small_dense_4v_1,4,3,1,0.00376232,18.8851,1371828020,7.7,1.00,100.0,SUCCESS,GraphMini-O  pattern worked!
enron,Patterns,small_dense_4v_1,4,3,4,0.0040374,4.87353,1371828020,7.7,3.87,96.7,SUCCESS,GraphMini-O  pattern worked!
enron,Patterns,small_dense_4v_1,4,3,16,0.00370366,1.37016,1371828020,8.4,13.78,86.1,SUCCESS,GraphMini-O  pattern worked!
enron,Patterns,small_dense_4v_1,4,3,32,0.00397353,0.804583,1371828020,9.0,23.47,73.3,SUCCESS,GraphMini-O  pattern worked!
